CallID,CallStarts,CallEnds,CustomerAcc,CustomerAge,CustomerPhone,OperatorID,LocationID,Sector,CallSatisfaction
2257,2023-06-27 16:58:15,2023-06-27 17:13:20,ACC078,23,+100 87-122-287,P0004,LOC007,Other,0.4497
2258,2023-06-28 07:17:53,2023-06-28 07:39:38,ACC0254,59,+100 87-298-463,P0012,LOC005,Other,0.7286
2259,2023-06-28 14:03:01,2023-06-28 14:26:42,ACC0477,72,+46 46-521-686,P0009,LOC004,Other,0.5864
2260,2023-06-29 06:24:03,2023-06-29 06:33:52,ACC0325,60,+36 70-369-534,P0012,LOC007,Retail,0.1308
2261,2023-06-29 18:27:54,2023-06-29 18:41:06,ACC0163,38,+43 84-207-372,P0009,LOC001,Other,0.0347
2262,2023-06-30 06:49:55,2023-06-30 06:53:35,ACC0154,29,+100 75-198-363,P0013,LOC005,Services,0.9034
2263,2023-06-30 10:22:56,2023-06-30 10:37:56,ACC0167,42,+100 88-211-376,P0009,LOC009,Cross-Industry,0.9178
2264,2023-07-01 04:20:11,2023-07-01 04:21:57,ACC033,48,+100 42-77-242,P0003,LOC006,Government,0.3122
2265,2023-07-01 05:15:03,2023-07-01 05:34:57,ACC0583,38,+100 64-627-792,P0009,LOC001,Other,0.6986
2266,2023-07-01 07:19:41,2023-07-01 07:44:37,ACC0504,29,+43 73-548-713,P0012,LOC005,Services,0.9617
2267,2023-07-02 21:59:25,2023-07-02 22:02:22,ACC0425,20,+34 82-469-634,P0008,LOC002,Government,0.8406
2268,2023-07-03 01:17:35,2023-07-03 01:37:11,ACC0243,48,+100 76-287-452,P0002,LOC007,Government,0.4452
2269,2023-07-03 15:22:22,2023-07-03 15:40:35,ACC0311,46,+44 56-355-520,P0003,LOC005,Retail,0.7276
2270,2023-07-03 16:35:18,2023-07-03 16:42:24,ACC072,17,+36 81-116-281,P0010,LOC004,Other,0.1144
2271,2023-07-03 23:10:40,2023-07-03 23:29:20,ACC04,19,+46 13-48-213,P0010,LOC001,Healthcare,0.5313
2272,2023-07-03 23:54:00,2023-07-04 00:05:46,ACC0518,43,+100 87-562-727,P0004,LOC008,Services,0.5052
2273,2023-07-04 04:09:49,2023-07-04 04:32:56,ACC0548,73,+43 29-592-757,P0007,LOC001,Other,0.5983
2274,2023-07-04 14:37:36,2023-07-04 14:50:29,ACC0456,51,+200 25-500-665,P0008,LOC008,Other,0.3862
2275,2023-07-05 09:07:29,2023-07-05 09:10:15,ACC0288,23,+100 33-332-497,P0016,LOC001,Other,0.6935
2276,2023-07-05 20:55:28,2023-07-05 21:03:30,ACC0260,65,+34 93-304-469,P0001,LOC001,Other,0.4945
2277,2023-07-05 20:57:03,2023-07-05 21:02:21,ACC0347,82,+36 92-391-556,P0009,LOC001,Healthcare,0.9479
2278,2023-07-06 08:03:36,2023-07-06 08:29:31,ACC0344,79,+44 89-388-553,P0008,LOC003,Other,0.7009
2279,2023-07-06 11:59:58,2023-07-06 12:16:46,ACC0583,38,+100 64-627-792,P0011,LOC003,Other,0.7310
2280,2023-07-06 12:06:26,2023-07-06 12:30:39,ACC03,18,+44 12-47-212,P0004,LOC009,Retail,0.3726
2281,2023-07-07 03:01:37,2023-07-07 03:13:58,ACC0570,25,+43 51-614-779,P0009,LOC004,Retail,0.7383
2282,2023-07-07 12:51:14,2023-07-07 12:54:44,ACC0494,19,+56 63-538-703,P0004,LOC005,Healthcare,0.1755
2283,2023-07-08 14:36:22,2023-07-08 14:59:05,ACC0507,32,+100 76-551-716,P0014,LOC009,Retail,0.5215
2284,2023-07-08 16:13:44,2023-07-08 16:30:07,ACC0448,43,+26 17-492-657,P0001,LOC005,Services,0.5372
2285,2023-07-09 13:30:20,2023-07-09 13:53:40,ACC0531,56,+44 12-575-740,P0006,LOC006,Cross-Industry,0.9978
2286,2023-07-10 01:07:19,2023-07-10 01:32:44,ACC0290,25,+46 35-334-499,P0011,LOC005,Retail,0.7087
2287,2023-07-10 10:23:43,2023-07-10 10:45:15,ACC0354,19,+100 11-398-563,P0007,LOC002,Healthcare,0.7370
2288,2023-07-10 15:37:23,2023-07-10 15:50:00,ACC0181,56,+200 14-225-390,P0003,LOC007,Cross-Industry,0.1078
2289,2023-07-10 16:19:25,2023-07-10 16:22:25,ACC0373,38,+56 30-417-582,P0019,LOC005,Other,0.4266
2290,2023-07-11 09:35:25,2023-07-11 09:59:17,ACC0213,18,+46 46-257-422,P0004,LOC004,Retail,0.1556
2291,2023-07-11 16:32:56,2023-07-11 16:36:53,ACC0294,29,+26 39-338-503,P0009,LOC009,Services,0.2914
2292,2023-07-11 20:16:07,2023-07-11 20:26:16,ACC0410,75,+44 67-454-619,P0010,LOC003,Healthcare,0.2090
2293,2023-07-11 22:23:25,2023-07-11 22:24:24,ACC0251,56,+43 84-295-460,P0014,LOC006,Cross-Industry,0.1498
2294,2023-07-12 06:23:49,2023-07-12 06:31:07,ACC0256,61,+44 89-300-465,P0011,LOC005,Healthcare,0.5399
2295,2023-07-12 06:55:24,2023-07-12 07:20:06,ACC0240,45,+43 73-284-449,P0019,LOC001,Other,0.9737
2296,2023-07-12 18:59:35,2023-07-12 19:03:15,ACC060,75,+200 69-104-269,P0011,LOC004,Healthcare,0.9885
2297,2023-07-13 12:08:57,2023-07-13 12:16:05,ACC0365,30,+100 22-409-574,P0016,LOC008,Other,0.0035
2298,2023-07-13 15:46:52,2023-07-13 15:55:05,ACC0116,61,+36 37-160-325,P0017,LOC008,Healthcare,0.9373
2299,2023-07-13 16:52:29,2023-07-13 17:02:31,ACC0515,40,+43 84-559-724,P0009,LOC004,Healthcare,0.8400
2300,2023-07-14 03:51:49,2023-07-14 04:09:31,ACC0448,43,+26 17-492-657,P0006,LOC007,Services,0.5949
2301,2023-07-14 04:02:24,2023-07-14 04:05:21,ACC056,71,+100 65-100-265,P0011,LOC006,Services,0.9227
2302,2023-07-14 08:35:49,2023-07-14 08:58:30,ACC0577,32,+200 58-621-786,P0019,LOC003,Retail,0.3686
2303,2023-07-14 22:58:04,2023-07-14 23:13:14,ACC0298,33,+100 43-342-507,P0011,LOC002,Healthcare,0.4047
2304,2023-07-14 23:03:28,2023-07-14 23:16:16,ACC0273,78,+43 18-317-482,P0014,LOC007,Services,0.5773
2305,2023-07-15 00:24:29,2023-07-15 00:38:42,ACC0281,16,+36 26-325-490,P0008,LOC003,Other,0.1198
2306,2023-07-15 01:17:41,2023-07-15 01:23:27,ACC0421,16,+44 78-465-630,P0011,LOC004,Other,0.3407
2307,2023-07-15 01:33:18,2023-07-15 01:50:55,ACC0544,69,+200 25-588-753,P0007,LOC001,Government,0.9660
2308,2023-07-15 18:28:36,2023-07-15 18:49:03,ACC0112,57,+100 33-156-321,P0016,LOC007,Services,0.8955
2309,2023-07-16 08:14:52,2023-07-16 08:30:32,ACC0136,81,+46 57-180-345,P0002,LOC003,Retail,0.3036
2310,2023-07-16 15:53:56,2023-07-16 15:58:19,ACC0133,78,+100 54-177-342,P0003,LOC006,Services,0.4679
2311,2023-07-16 17:52:41,2023-07-16 17:55:06,ACC0375,40,+100 32-419-584,P0010,LOC003,Healthcare,0.0546
2312,2023-07-16 20:27:02,2023-07-16 20:51:04,ACC069,84,+44 78-113-278,P0013,LOC008,Cross-Industry,0.4929
2313,2023-07-17 00:51:27,2023-07-17 01:15:43,ACC0348,83,+34 93-392-557,P0011,LOC006,Government,0.7874
2314,2023-07-17 07:35:31,2023-07-17 07:56:24,ACC099,44,+100 20-143-308,P0006,LOC007,Other,0.4191
2315,2023-07-17 08:30:06,2023-07-17 08:51:57,ACC03,18,+44 12-47-212,P0017,LOC009,Retail,0.4419
2316,2023-07-17 15:22:43,2023-07-17 15:40:31,ACC0565,20,+46 46-609-774,P0011,LOC003,Government,0.0682
2317,2023-07-18 09:35:33,2023-07-18 09:40:04,ACC0512,37,+36 81-556-721,P0011,LOC004,Other,0.9986
2318,2023-07-19 10:13:17,2023-07-19 10:33:27,ACC090,35,+100 11-134-299,P0016,LOC002,Cross-Industry,0.4589
2319,2023-07-19 22:20:43,2023-07-19 22:45:40,ACC0283,18,+26 28-327-492,P0009,LOC002,Retail,0.5921
2320,2023-07-21 07:11:55,2023-07-21 07:33:40,ACC0482,77,+43 51-526-691,P0014,LOC006,Cross-Industry,0.3643
2321,2023-07-21 13:06:20,2023-07-21 13:19:46,ACC0398,63,+100 55-442-607,P0006,LOC009,Cross-Industry,0.3041
2322,2023-07-21 17:39:23,2023-07-21 17:58:52,ACC0589,44,+36 70-633-798,P0014,LOC008,Other,0.8502
2323,2023-07-21 20:30:25,2023-07-21 20:37:16,ACC0203,78,+200 36-247-412,P0008,LOC001,Services,0.3810
2324,2023-07-22 02:18:41,2023-07-22 02:31:04,ACC0560,85,+56 41-604-769,P0003,LOC006,Services,0.0940
2325,2023-07-22 10:33:04,2023-07-22 10:55:17,ACC0573,28,+100 54-617-782,P0007,LOC002,Cross-Industry,0.1990
2326,2023-07-22 13:47:33,2023-07-22 14:12:48,ACC0236,41,+200 69-280-445,P0014,LOC005,Government,0.8557
2327,2023-07-22 14:43:07,2023-07-22 14:46:43,ACC0404,69,+26 61-448-613,P0013,LOC004,Government,0.3430
2328,2023-07-22 15:18:50,2023-07-22 15:38:46,ACC040,55,+34 49-84-249,P0005,LOC009,Government,0.2273
2329,2023-07-23 06:09:13,2023-07-23 06:28:39,ACC0386,51,+100 43-430-595,P0011,LOC005,Other,0.4078
2330,2023-07-23 06:12:15,2023-07-23 06:22:22,ACC0508,33,+100 77-552-717,P0013,LOC004,Healthcare,0.5993
2331,2023-07-23 21:33:13,2023-07-23 21:43:19,ACC0536,61,+26 17-580-745,P0013,LOC005,Healthcare,0.4453
2332,2023-07-25 04:07:21,2023-07-25 04:22:57,ACC0237,42,+36 70-281-446,P0015,LOC006,Cross-Industry,0.5326
2333,2023-07-25 09:41:49,2023-07-25 09:57:13,ACC0101,46,+100 22-145-310,P0016,LOC001,Retail,0.4566
2334,2023-07-25 14:00:00,2023-07-25 14:15:43,ACC0334,69,+46 79-378-543,P0002,LOC004,Government,0.2955
2335,2023-07-25 17:57:56,2023-07-25 18:12:35,ACC0382,47,+26 39-426-591,P0002,LOC002,Healthcare,0.4071
2336,2023-07-25 20:40:23,2023-07-25 20:43:57,ACC0485,80,+100 54-529-694,P0016,LOC002,Other,0.8642
2337,2023-07-26 04:40:40,2023-07-26 05:02:09,ACC0271,76,+34 16-315-480,P0010,LOC004,Government,0.2202
2338,2023-07-26 04:48:25,2023-07-26 04:51:35,ACC0568,23,+34 49-612-777,P0002,LOC006,Other,0.7337
2339,2023-07-26 07:55:17,2023-07-26 08:14:56,ACC0179,54,+44 12-223-388,P0009,LOC003,Healthcare,0.6237
2340,2023-07-26 09:18:39,2023-07-26 09:25:21,ACC0275,80,+100 20-319-484,P0019,LOC003,Other,0.0994
2341,2023-07-26 11:55:25,2023-07-26 12:07:06,ACC0357,22,+200 14-401-566,P0019,LOC004,Services,0.2740
2342,2023-07-26 16:08:12,2023-07-26 16:25:42,ACC0189,64,+100 22-233-398,P0006,LOC001,Services,0.2067
2343,2023-07-26 17:22:23,2023-07-26 17:37:53,ACC0190,65,+44 23-234-399,P0003,LOC003,Other,0.6581
2344,2023-07-26 20:43:38,2023-07-26 20:52:13,ACC0556,81,+36 37-600-765,P0015,LOC009,Retail,0.0483
2345,2023-07-27 00:14:59,2023-07-27 00:24:00,ACC0475,70,+100 44-519-684,P0006,LOC008,Cross-Industry,0.0886
2346,2023-07-27 13:46:29,2023-07-27 14:09:33,ACC0405,70,+43 62-449-614,P0011,LOC002,Cross-Industry,0.9550
2347,2023-07-28 11:59:53,2023-07-28 12:15:27,ACC0329,64,+56 74-373-538,P0005,LOC001,Services,0.5182
2348,2023-07-29 00:44:18,2023-07-29 00:46:27,ACC0290,25,+46 35-334-499,P0017,LOC001,Retail,0.6631
2349,2023-07-30 01:37:23,2023-07-30 01:44:07,ACC0541,66,+100 22-585-750,P0001,LOC003,Other,0.2593
2350,2023-07-30 08:39:39,2023-07-30 08:54:21,ACC0346,81,+200 91-390-555,P0002,LOC003,Retail,0.6470
2351,2023-07-30 16:54:10,2023-07-30 16:54:28,ACC089,34,+100 10-133-298,P0017,LOC001,Government,0.9426
2352,2023-07-31 01:21:00,2023-07-31 01:21:25,ACC0265,70,+100 10-309-474,P0016,LOC008,Cross-Industry,0.4724
2353,2023-07-31 09:09:12,2023-07-31 09:19:25,ACC0388,53,+44 45-432-597,P0007,LOC008,Retail,0.9505
2354,2023-07-31 11:50:02,2023-07-31 12:04:05,ACC0393,58,+26 50-437-602,P0013,LOC004,Other,0.4477
2355,2023-07-31 12:37:06,2023-07-31 12:49:35,ACC0561,16,+100 42-605-770,P0001,LOC003,Other,0.0480
2356,2023-07-31 15:06:17,2023-07-31 15:23:40,ACC0377,42,+44 34-421-586,P0019,LOC003,Cross-Industry,0.7500
2357,2023-07-31 15:42:27,2023-07-31 16:07:56,ACC0413,78,+36 70-457-622,P0016,LOC009,Services,0.1033
2358,2023-07-31 16:01:35,2023-07-31 16:11:26,ACC0500,25,+200 69-544-709,P0009,LOC004,Retail,0.0352
2359,2023-08-01 13:50:47,2023-08-01 14:00:01,ACC0198,73,+100 31-242-407,P0006,LOC006,Other,0.2188
2360,2023-08-02 03:00:28,2023-08-02 03:14:40,ACC0584,39,+100 65-628-793,P0016,LOC008,Retail,0.9700
2361,2023-08-02 16:26:37,2023-08-02 16:43:36,ACC0181,56,+200 14-225-390,P0003,LOC005,Cross-Industry,0.6613
2362,2023-08-03 03:50:01,2023-08-03 04:08:48,ACC0251,56,+43 84-295-460,P0009,LOC009,Cross-Industry,0.1789
2363,2023-08-03 07:55:24,2023-08-03 08:05:34,ACC0593,48,+56 74-637-802,P0010,LOC002,Government,0.7025
2364,2023-08-03 11:02:37,2023-08-03 11:07:04,ACC0107,52,+26 28-151-316,P0012,LOC004,Other,0.0873
2365,2023-08-04 10:52:19,2023-08-04 11:11:19,ACC022,37,+100 31-66-231,P0016,LOC009,Other,0.9857
2366,2023-08-04 14:16:01,2023-08-04 14:29:55,ACC09,24,+43 18-53-218,P0004,LOC006,Other,0.8494
2367,2023-08-04 14:36:54,2023-08-04 14:48:48,ACC0428,23,+56 85-472-637,P0013,LOC008,Other,0.0204
2368,2023-08-04 17:33:47,2023-08-04 17:51:54,ACC0492,17,+26 61-536-701,P0019,LOC004,Other,0.9836
2369,2023-08-05 00:07:03,2023-08-05 00:14:57,ACC086,31,+43 95-130-295,P0015,LOC008,Other,0.0045
2370,2023-08-05 07:58:07,2023-08-05 08:21:21,ACC0200,75,+100 33-244-409,P0011,LOC003,Healthcare,0.8626
2371,2023-08-05 17:44:36,2023-08-05 17:51:29,ACC0275,80,+100 20-319-484,P0012,LOC005,Other,0.9989
2372,2023-08-05 23:49:52,2023-08-06 00:00:28,ACC0586,41,+44 67-630-795,P0009,LOC002,Government,0.4733
2373,2023-08-06 04:54:18,2023-08-06 05:04:21,ACC0193,68,+36 26-237-402,P0011,LOC002,Healthcare,0.3747
2374,2023-08-06 07:11:25,2023-08-06 07:12:59,ACC0573,28,+100 54-617-782,P0013,LOC007,Cross-Industry,0.6174
2375,2023-08-06 18:24:03,2023-08-06 18:36:53,ACC0461,56,+56 30-505-670,P0014,LOC006,Cross-Industry,0.0877
2376,2023-08-07 03:39:28,2023-08-07 03:58:37,ACC09,24,+43 18-53-218,P0002,LOC007,Other,0.8889
2377,2023-08-07 05:08:36,2023-08-07 05:20:11,ACC012,27,+100 21-56-221,P0006,LOC008,Government,0.3740
2378,2023-08-07 10:56:31,2023-08-07 11:22:37,ACC0189,64,+100 22-233-398,P0018,LOC009,Services,0.8196
2379,2023-08-07 15:48:06,2023-08-07 15:53:53,ACC0329,64,+56 74-373-538,P0011,LOC004,Services,0.0633
2380,2023-08-07 19:12:49,2023-08-07 19:17:31,ACC0396,61,+100 53-440-605,P0011,LOC002,Healthcare,0.0517
2381,2023-08-08 10:30:57,2023-08-08 10:47:06,ACC0572,27,+100 53-616-781,P0015,LOC007,Government,0.2231
2382,2023-08-08 14:29:26,2023-08-08 14:51:03,ACC0255,60,+100 88-299-464,P0001,LOC005,Retail,0.5040
2383,2023-08-08 16:11:39,2023-08-08 16:35:50,ACC0461,56,+56 30-505-670,P0012,LOC004,Cross-Industry,0.0006
2384,2023-08-10 13:31:33,2023-08-10 13:32:45,ACC0151,26,+26 72-195-360,P0011,LOC005,Healthcare,0.5620
2385,2023-08-10 14:58:03,2023-08-10 15:10:07,ACC0406,71,+56 63-450-615,P0013,LOC004,Services,0.7222
2386,2023-08-10 20:46:47,2023-08-10 21:00:48,ACC0294,29,+26 39-338-503,P0010,LOC001,Services,0.2295
2387,2023-08-10 22:01:19,2023-08-10 22:07:08,ACC0225,30,+200 58-269-434,P0019,LOC002,Other,0.8625
2388,2023-08-11 02:16:59,2023-08-11 02:23:35,ACC0306,41,+43 51-350-515,P0011,LOC003,Government,0.5192
2389,2023-08-11 11:45:01,2023-08-11 11:53:07,ACC0114,59,+46 35-158-323,P0009,LOC001,Other,0.2391
2390,2023-08-12 08:27:44,2023-08-12 08:49:29,ACC0249,54,+34 82-293-458,P0005,LOC008,Healthcare,0.5479
2391,2023-08-12 09:34:17,2023-08-12 09:56:44,ACC0135,80,+44 56-179-344,P0016,LOC008,Other,0.7406
2392,2023-08-12 21:06:03,2023-08-12 21:19:43,ACC0393,58,+26 50-437-602,P0012,LOC007,Other,0.1796
2393,2023-08-13 09:19:37,2023-08-13 09:44:37,ACC034,49,+100 43-78-243,P0009,LOC003,Cross-Industry,0.4367
2394,2023-08-13 11:41:41,2023-08-13 11:45:02,ACC0397,62,+100 54-441-606,P0006,LOC001,Government,0.6764
2395,2023-08-13 11:45:59,2023-08-13 11:57:18,ACC0369,34,+36 26-413-578,P0001,LOC002,Government,0.9325
2396,2023-08-14 14:32:03,2023-08-14 14:49:33,ACC0136,81,+46 57-180-345,P0015,LOC007,Retail,0.3762
2397,2023-08-14 16:44:11,2023-08-14 17:10:02,ACC026,41,+46 35-70-235,P0013,LOC007,Government,0.8653
2398,2023-08-15 04:45:32,2023-08-15 04:47:26,ACC0456,51,+200 25-500-665,P0014,LOC008,Other,0.3275
2399,2023-08-15 14:38:40,2023-08-15 15:00:29,ACC040,55,+34 49-84-249,P0002,LOC004,Government,0.9385
2400,2023-08-15 20:47:02,2023-08-15 20:51:34,ACC0247,52,+200 80-291-456,P0001,LOC006,Other,0.6242
2401,2023-08-16 19:00:20,2023-08-16 19:17:55,ACC0225,30,+200 58-269-434,P0005,LOC006,Other,0.3175
2402,2023-08-17 03:17:02,2023-08-17 03:43:13,ACC0421,16,+44 78-465-630,P0015,LOC006,Other,0.0359
2403,2023-08-17 04:17:14,2023-08-17 04:37:39,ACC0497,22,+100 66-541-706,P0006,LOC001,Services,0.7408
2404,2023-08-17 12:41:46,2023-08-17 13:00:45,ACC047,62,+44 56-91-256,P0017,LOC002,Government,0.5093
2405,2023-08-19 11:20:56,2023-08-19 11:30:01,ACC0397,62,+100 54-441-606,P0018,LOC001,Government,0.9416
2406,2023-08-20 01:49:30,2023-08-20 02:12:21,ACC0572,27,+100 53-616-781,P0013,LOC006,Government,0.6876
2407,2023-08-20 08:14:39,2023-08-20 08:14:53,ACC0236,41,+200 69-280-445,P0003,LOC008,Government,0.3570
2408,2023-08-20 17:44:50,2023-08-20 18:09:21,ACC0440,35,+100 97-484-649,P0006,LOC006,Cross-Industry,0.1868
2409,2023-08-21 11:53:40,2023-08-21 12:19:46,ACC0460,55,+43 29-504-669,P0019,LOC001,Government,0.5716
2410,2023-08-21 15:42:19,2023-08-21 16:06:11,ACC0575,30,+44 56-619-784,P0006,LOC009,Other,0.1100
2411,2023-08-21 15:43:32,2023-08-21 15:54:15,ACC042,57,+43 51-86-251,P0012,LOC003,Services,0.5100
2412,2023-08-22 03:31:39,2023-08-22 03:43:49,ACC044,59,+100 53-88-253,P0018,LOC003,Other,0.1760
2413,2023-08-22 06:21:32,2023-08-22 06:46:25,ACC0306,41,+43 51-350-515,P0002,LOC007,Government,0.8991
2414,2023-08-22 06:43:13,2023-08-22 06:54:10,ACC0371,36,+26 28-415-580,P0001,LOC003,Services,0.4488
2415,2023-08-22 07:03:36,2023-08-22 07:06:19,ACC0318,53,+56 63-362-527,P0016,LOC001,Retail,0.1740
2416,2023-08-23 14:41:10,2023-08-23 15:04:05,ACC0491,16,+34 60-535-700,P0007,LOC001,Other,0.2459
2417,2023-08-23 15:32:59,2023-08-23 15:56:48,ACC0229,34,+43 62-273-438,P0005,LOC005,Government,0.1109
2418,2023-08-23 21:17:44,2023-08-23 21:33:16,ACC0422,17,+46 79-466-631,P0010,LOC001,Other,0.5685
2419,2023-08-24 07:35:45,2023-08-24 07:44:30,ACC0364,29,+100 21-408-573,P0009,LOC009,Services,0.0053
2420,2023-08-25 03:38:02,2023-08-25 03:56:41,ACC030,45,+26 39-74-239,P0006,LOC001,Other,0.3254
2421,2023-08-25 04:24:41,2023-08-25 04:47:45,ACC0455,50,+46 24-499-664,P0011,LOC006,Services,0.2433
2422,2023-08-25 10:24:15,2023-08-25 10:47:41,ACC0200,75,+100 33-244-409,P0019,LOC003,Healthcare,0.6884
2423,2023-08-25 18:33:20,2023-08-25 18:49:40,ACC0535,60,+34 16-579-744,P0002,LOC002,Retail,0.3230
2424,2023-08-25 21:32:10,2023-08-25 21:58:19,ACC043,58,+56 52-87-252,P0008,LOC009,Other,0.0251
2425,2023-08-27 12:57:30,2023-08-27 13:10:01,ACC045,60,+100 54-89-254,P0019,LOC003,Retail,0.1481
2426,2023-08-27 21:01:32,2023-08-27 21:23:43,ACC0537,62,+43 18-581-746,P0009,LOC003,Government,0.9047
2427,2023-08-28 01:01:36,2023-08-28 01:20:43,ACC05,20,+200 14-49-214,P0010,LOC003,Government,0.1215
2428,2023-08-28 04:13:52,2023-08-28 04:25:17,ACC0449,44,+43 18-493-658,P0014,LOC008,Other,0.1385
2429,2023-08-28 07:20:33,2023-08-28 07:29:22,ACC0458,53,+34 27-502-667,P0001,LOC002,Retail,0.1676
2430,2023-08-28 10:08:51,2023-08-28 10:17:25,ACC0361,26,+43 18-405-570,P0006,LOC008,Healthcare,0.5951
2431,2023-08-28 18:36:46,2023-08-28 18:59:58,ACC0508,33,+100 77-552-717,P0011,LOC005,Healthcare,0.1569
2432,2023-08-28 19:33:23,2023-08-28 19:41:06,ACC0426,21,+26 83-470-635,P0010,LOC004,Cross-Industry,0.5887
2433,2023-08-29 01:08:18,2023-08-29 01:21:45,ACC0155,30,+100 76-199-364,P0009,LOC004,Other,0.8525
2434,2023-08-29 09:19:39,2023-08-29 09:45:01,ACC0129,74,+26 50-173-338,P0014,LOC007,Retail,0.2880
2435,2023-08-29 20:54:27,2023-08-29 21:01:26,ACC0401,66,+200 58-445-610,P0010,LOC001,Other,0.0379
2436,2023-08-30 02:07:53,2023-08-30 02:22:12,ACC0189,64,+100 22-233-398,P0010,LOC001,Services,0.1063
2437,2023-08-30 07:49:39,2023-08-30 08:12:31,ACC0164,39,+56 85-208-373,P0009,LOC001,Retail,0.8636
2438,2023-08-30 09:00:16,2023-08-30 09:00:31,ACC028,43,+36 37-72-237,P0002,LOC003,Services,0.4117
2439,2023-08-30 10:16:34,2023-08-30 10:37:19,ACC0107,52,+26 28-151-316,P0012,LOC003,Other,0.8793
2440,2023-08-30 18:41:44,2023-08-30 18:50:16,ACC0582,37,+56 63-626-791,P0007,LOC001,Other,0.8167
2441,2023-08-31 11:18:36,2023-08-31 11:36:18,ACC0105,50,+36 26-149-314,P0008,LOC001,Services,0.3602
2442,2023-08-31 17:04:52,2023-08-31 17:22:16,ACC0392,57,+34 49-436-601,P0016,LOC001,Services,0.3695
2443,2023-08-31 17:55:09,2023-08-31 18:09:55,ACC0149,24,+36 70-193-358,P0005,LOC001,Other,0.2413
2444,2023-09-01 04:33:43,2023-09-01 04:39:53,ACC0454,49,+44 23-498-663,P0005,LOC001,Cross-Industry,0.4985
2445,2023-09-02 04:58:34,2023-09-02 05:02:28,ACC0538,63,+56 19-582-747,P0005,LOC005,Cross-Industry,0.8902
2446,2023-09-03 02:42:42,2023-09-03 02:45:05,ACC0359,24,+34 16-403-568,P0001,LOC004,Other,0.0447
2447,2023-09-03 18:01:24,2023-09-03 18:17:31,ACC0529,54,+100 10-573-738,P0008,LOC003,Healthcare,0.1556
2448,2023-09-03 18:51:44,2023-09-03 18:52:34,ACC0145,20,+100 66-189-354,P0016,LOC007,Government,0.2783
2449,2023-09-03 21:06:24,2023-09-03 21:31:17,ACC052,67,+26 61-96-261,P0013,LOC006,Retail,0.1822
2450,2023-09-05 01:19:41,2023-09-05 01:39:55,ACC0348,83,+34 93-392-557,P0013,LOC008,Government,0.9786
2451,2023-09-05 20:38:28,2023-09-05 20:52:06,ACC0194,69,+34 27-238-403,P0016,LOC007,Government,0.2969
2452,2023-09-06 01:30:54,2023-09-06 01:54:05,ACC0429,24,+100 86-473-638,P0002,LOC005,Other,0.9708
2453,2023-09-06 02:20:00,2023-09-06 02:22:17,ACC0311,46,+44 56-355-520,P0002,LOC006,Retail,0.1552
2454,2023-09-06 03:31:49,2023-09-06 03:51:54,ACC0383,48,+43 40-427-592,P0004,LOC007,Government,0.9253
2455,2023-09-07 00:42:45,2023-09-07 00:46:44,ACC0247,52,+200 80-291-456,P0008,LOC001,Other,0.8248
2456,2023-09-07 03:24:52,2023-09-07 03:37:46,ACC0535,60,+34 16-579-744,P0014,LOC008,Retail,0.5903
2457,2023-09-07 09:32:54,2023-09-07 09:35:47,ACC0577,32,+200 58-621-786,P0019,LOC003,Retail,0.8327
2458,2023-09-07 10:14:25,2023-09-07 10:38:13,ACC0194,69,+34 27-238-403,P0004,LOC007,Government,0.9122
2459,2023-09-07 13:00:44,2023-09-07 13:08:08,ACC0434,29,+200 91-478-643,P0003,LOC005,Services,0.0876
2460,2023-09-07 14:32:49,2023-09-07 14:45:22,ACC0505,30,+56 74-549-714,P0012,LOC004,Other,0.8160
2461,2023-09-07 19:32:16,2023-09-07 19:51:42,ACC0157,32,+44 78-201-366,P0010,LOC005,Retail,0.7408
2462,2023-09-08 16:25:53,2023-09-08 16:46:00,ACC0500,25,+200 69-544-709,P0007,LOC007,Retail,0.3572
2463,2023-09-08 22:07:12,2023-09-08 22:10:40,ACC0231,36,+100 64-275-440,P0009,LOC001,Services,0.4877
2464,2023-09-09 11:13:41,2023-09-09 11:25:02,ACC017,32,+36 26-61-226,P0016,LOC007,Retail,0.9086
2465,2023-09-09 20:35:54,2023-09-09 20:51:38,ACC090,35,+100 11-134-299,P0003,LOC006,Cross-Industry,0.1164
2466,2023-09-09 23:10:21,2023-09-09 23:17:21,ACC0359,24,+34 16-403-568,P0015,LOC009,Other,0.2543
2467,2023-09-10 02:03:41,2023-09-10 02:16:42,ACC0391,56,+36 48-435-600,P0015,LOC001,Cross-Industry,0.5098
2468,2023-09-10 06:03:18,2023-09-10 06:15:48,ACC0113,58,+44 34-157-322,P0008,LOC009,Other,0.0357
2469,2023-09-10 06:26:29,2023-09-10 06:27:15,ACC0533,58,+200 14-577-742,P0009,LOC009,Other,0.4625
2470,2023-09-11 00:25:23,2023-09-11 00:47:18,ACC0295,30,+43 40-339-504,P0006,LOC007,Other,0.3793
2471,2023-09-11 08:15:41,2023-09-11 08:35:22,ACC0227,32,+34 60-271-436,P0014,LOC005,Retail,0.1137
2472,2023-09-11 08:31:35,2023-09-11 08:37:01,ACC0543,68,+46 24-587-752,P0002,LOC002,Healthcare,0.4835
2473,2023-09-12 22:22:05,2023-09-12 22:30:48,ACC0417,82,+56 74-461-626,P0004,LOC004,Healthcare,0.1859
